C5020|629|1625
C6101|1230|2693
C6102|2693|1230
C6103|1230|2693
C6104|2693|1902
C6105|1902|2693
C6106|2693|1230
C6107|1902|2693
C6108|2693|1902
C6109|1902|2693
C6110|2693|1902
C6111|1902|2511
C6112|2511|1230
C6113|1230|2693
C6114|2693|1230
C6115|1230|2511
C6116|2511|1902
C6117|1230|2693
C6118|2511|1902
C6119|1902|2511
C6120|2693|1902
C6121|1902|2693
C6122|2693|1230
C6123|1902|2693
C6124|2693|1230
C6127|1902|2511
C6128|2511|1230
C6129|1230|2511
C6130|2511|1902
C6131|1902|2511
C6132|2511|1902
C6133|1902|2511
C6134|2511|1902
C6135|1902|2511
C6136|2511|1230
C6137|1230|2511
C6138|2511|1230
C6139|1230|2511
C6140|2511|1902
C6141|1902|2511
C6142|2511|1902
C6143|1902|2511
C6144|2511|1230
C6145|1230|2511
C6146|2511|1230
C6152|2097|1902
C6153|1902|2097
C6154|2097|1902
C6155|1230|2097
C6156|2097|1230
C6157|1902|2097
C6158|2097|1902
C6160|2097|1902
C6181|1230|1177
C6182|1177|1902
C6183|1902|1177
C6184|1177|1230
C6185|1902|1177
C6186|1177|1230
C6202|1231|1644
C6209|1644|1231
C6211|2164|1231
C6213|2164|1231
C6214|1231|2164
C6215|2164|1231
C6216|1231|2164
C6217|2164|1231
C6218|1231|2164
C6219|2164|1231
C6220|1231|2164
C6221|2164|1231
C6222|1231|2164
C6224|1231|2164
C6251|1231|2026
C6252|2026|1231
C6253|1231|1021
C6254|190|1232
C6255|1231|190
C6256|190|1231
C6257|1232|190
C6258|190|1231
C6259|1231|190
C6260|2026|1231
C6261|1231|2026
C6264|1021|1232
C6265|1231|1021
C6266|1021|1231
C6267|1232|1021
C6268|1021|1232
C6269|1231|1021
C6270|1021|1231
C6271|1232|1021
C6272|190|1231
C6301|1644|1021
C6302|1021|1644
C6303|1644|1021
C6304|1021|1644
C6305|1644|190
C6306|1021|1644
C6307|1644|1021
C6308|1021|1644
C6309|1644|1021
C6310|190|1644
C6311|1644|1021
C6312|1021|1644
C6313|1644|190
C6314|1021|1644
C6315|1644|1021
C6316|1021|1644
C6361|2403|1150
C6362|1150|2404
C6363|2404|1150
C6364|1150|2404
C6365|2404|1150
C6366|1150|2404
C6367|2404|1150
C6368|1150|2404
C6801|1784|1783
C6802|1783|1784
C6803|1784|1783
C6804|1783|1784
C6805|1784|1783
C6806|1783|1784
C6807|1784|1783
C6808|1783|1784
C6809|1784|1783
C6810|1783|1784
C6811|1784|1783
C6812|1783|1784
C6813|1784|1783
C6814|1783|1784
C6815|1784|1783
C6816|1783|1784
C6817|1784|1783
C6818|1783|1784
C6819|1784|1783
C6820|1783|1784
C6821|1784|1783
C6822|1783|1784
C6823|1784|1783
C6824|1783|1784
C6851|1095|2203
C6852|2203|1095
C6853|1095|2203
C6854|2203|1095
C6855|1095|2203
C6856|2203|1095
C6857|1095|2203
C6858|2203|1095
C6859|1095|2203
C6860|2203|1095
C6861|1095|2203
C6862|2203|1095
C6863|1095|2203
C6864|2203|1095
C6865|1095|2203
C6866|2203|1095
C6867|1095|2203
C6868|2203|1095
C6869|1095|2203
C6870|2203|1095
C7601|1098|1930
C7602|1930|1098
C7603|1098|1930
C7605|1098|1930
C7606|1930|1098
C7608|1930|1098
C7609|1098|1930
C7610|1930|1098
C7611|1098|1930
C7612|1930|1098
C7615|1098|1930
C7616|1930|1098
C7617|1098|1930
C7618|1930|1098
C7619|1098|1930
C7621|1098|1930
C7622|1930|1098
C7624|1930|1098
C7625|1098|1930
C7626|1930|1098
C7627|1098|1930
C7628|1930|1098
C7630|1930|1098
C7631|1098|1930
C7633|1098|1930
C7634|1930|1098
C7635|1098|1930
C7637|1098|1930
C7638|1930|1098
C7639|1098|1930
C7640|1930|1098
C7642|1930|1098
C7643|1098|1930
C7644|1930|1098
C7646|1930|1098
C7647|1098|1930
C7649|1098|1930
C7650|1930|1098
C7651|1098|1930
C7653|1098|1930
C7654|1930|1098
C7655|1098|1930
C7656|1930|1098
C7658|1930|1098
C7659|1098|1930
C7660|1930|1098
C7662|1930|1098
C7663|1098|1930
C7665|1098|1930
C7666|1930|1098
C7667|1098|1930
C7669|1098|1930
C7670|1930|1098
C7671|1098|1930
C7672|1930|1098
C7674|1930|1098
C7675|1098|1930
C7676|1930|1098
C7678|1930|1098
C7679|1098|1930
C7681|1098|1930
C7682|1930|1098
C7683|1098|1930
C7686|1930|1098
C7687|1098|1930
C7688|1930|1098
C7701|1098|1283
C7702|1283|1098
C7704|1283|1098
C7705|1098|1283
C7707|1098|1283
C7708|1283|1098
C7709|1098|1283
C7710|1283|1098
C7712|1283|1098
C7713|1098|1283
C7715|1098|1283
C7716|1283|1098
C7717|1098|1283
C7718|1283|1098
C7720|1283|1098
C7721|1098|1283
C7723|1098|1283
C7724|1283|1098
C7725|1098|1283
C7726|1283|1098
C7728|1283|1098
C7729|1098|1283
C7731|1098|1283
C7732|1283|1098
C7733|1098|1283
C7734|1283|1098
C7736|1283|1098
C7737|1098|1283
C7739|1098|1283
C7740|1283|1098
C7741|1098|1283
C7742|1283|1098
C7744|1283|1098
C7745|1098|1283
C7747|1098|1283
C7748|1283|1098
C7749|1098|1283
C7750|1283|1098
C7752|1283|1098
C7901|1052|984
C7902|984|1052
C7903|1052|984
C7906|984|1052
C7907|1052|984
C7908|984|1052
C7909|1052|984
C7910|984|1052
C7911|1052|984
C7914|984|1052
C7915|1052|984
C7916|984|1052
C7917|1052|984
C7918|984|1052
C7919|1052|984
C7922|984|1052
C7923|1052|984
C7924|984|1052
C7925|1052|984
C7926|984|1052
C7927|1052|984
C7930|984|1052
C7931|1052|984
C7932|984|1052
C7933|1052|984
C7934|984|1052
C7935|1052|984
C7938|984|1052
C7939|1052|984
C7940|984|1052
C7941|1052|984
C7942|984|1052
C7943|1052|984
C7946|984|1052
C7947|1052|984
C8501|355|130
C8502|130|355
C8503|355|130
C8504|130|355
C8505|355|130
C8506|130|355
C8507|355|130
C8508|130|355
C8509|355|130
C8510|130|355
C8511|355|130
C8512|130|355
C8513|355|130
C8514|130|355
C8515|355|130
C8516|130|355
C8517|355|130
C8518|130|355
C8519|355|130
C8520|130|355
C8521|355|130
C8522|130|355
C8523|355|130
C8524|130|355
C8525|355|130
C8526|130|355
C8527|355|130
C8528|130|355
C8529|355|130
C8530|130|355
C8531|355|130
C8532|130|355
C8533|355|130
C8534|130|355
C8601|358|130
C8602|130|358
C8603|358|130
C8604|130|358
C8605|358|130
C8606|130|358
C8607|358|130
C8608|130|358
C8609|358|130
C8610|130|358
D1|443|1670
D10|1671|443
D101|443|638
D102|638|443
D11|443|1671
D112|2846|1934
D114|1934|2846
D116|638|1132
D118|1132|638
D12|1671|443
D13|443|1670
D14|1671|443
D15|443|1670
D16|1670|443
D17|443|1671
D18|1671|443
D19|443|2599
D2|1670|443
D20|2599|443
D2001|447|2453
D2003|447|2453
D2005|447|144
D2007|2033|800
D2008|800|2033
D201|497|1098
D202|1098|497
D2021|792|800
D203|497|1098
D204|1098|497
D205|497|1098
D206|1098|497
D207|497|1098
D208|1098|497
D21|443|1934
D211|2404|1098
D212|1098|2404
D22|1934|443
D2202|1231|2497
D2206|61|1231
D2208|1231|61
D2212|61|2524
D2214|2524|61
D2216|61|2524
D2218|2524|61
D2222|1442|1231
D2224|1231|1442
D2226|2087|2524
D2228|2524|2087
D2232|544|2524
D2234|2524|544
D2236|505|1231
D2238|1231|505
D2242|2087|1231
D2244|1231|2087
D2246|1442|2524
D2248|2524|1442
D2251|1625|2524
D2252|2524|1625
D2255|482|1231
D2256|1231|482
D2259|1625|1231
D2262|1442|1231
D2264|1231|1442
D2265|1625|2524
D2266|2524|1625
D2268|523|2524
D2270|2524|523
D2276|1577|2524
D2278|2524|1577
D2281|481|1783
D2283|61|1783
D2285|61|1783
D2286|1783|61
D2287|61|1783
D2288|1783|61
D2293|1804|1783
D2294|1783|1804
D2295|2088|1783
D2296|1783|1718
D2297|1718|1783
D2298|1783|2088
D23|443|2599
D2301|2088|1783
D2304|1783|1569
D2306|1783|2088
D2307|2088|1783
D2308|1783|2088
D2309|2088|1783
D2310|1783|2088
D2311|2088|1783
D2312|1783|2088
D2313|1706|1783
D2314|1783|1706
D2315|1706|1783
D2318|1783|544
D2319|544|1783
D2320|1783|1706
D2321|506|1783
D2322|1783|506
D2323|2088|1783
D2324|1783|2088
D2325|1569|1783
D2326|1783|2088
D2327|2088|1783
D2328|1783|2088
D2329|544|1783
D2330|1783|2087
D2331|2087|1783
D2332|1783|544
D2341|544|1783
D2342|1783|544
D2343|1706|1783
D2344|1783|1706
D2345|544|1783
D2346|1783|544
D2349|544|1783
D2350|1783|544
D2351|2856|1783
D2352|1783|2856
D2353|2856|1783
D2354|1783|2856
D2355|2856|1783
D2356|1783|2856
D2357|2417|1783
D2358|1783|2417
D2361|497|1098
D2362|1098|497
D2363|497|1098
D2364|1098|497
D2367|1511|1930
D2368|1930|1511
D2371|497|1098
D2372|1098|497
D2373|482|1231
D2374|1231|482
D24|2599|443
D25|443|2847
D26|2847|443
D2602|2605|2087
D2604|2087|2605
D2606|2605|544
D2608|544|2605
D27|443|638
D2701|358|185
D2703|358|185
D2704|185|358
D2705|358|185
D2706|185|358
D2707|358|185
D2708|185|358
D2711|358|185
D2712|185|358
D2714|185|358
D2719|2357|185
D2720|185|2357
D2721|358|2357
D2722|2357|358
D2723|358|2357
D2724|2357|355
D2725|355|2357
D2731|358|2357
D2732|2357|358
D2733|358|2357
D2734|2357|358
D2735|358|2357
D2736|2357|358
D2741|358|664
D2742|664|358
D2743|355|664
D2744|664|358
D2745|355|664
D2746|1920|358
D2747|358|664
D2748|664|355
D2749|358|664
D2750|664|358
D2751|358|664
D2752|664|355
D2753|355|664
D2754|664|358
D2755|358|664
D2756|664|358
D2757|355|1920
D2758|664|358
D2781|2357|664
D2782|664|358
D28|638|443
D2803|2404|1098
D2804|1098|2404
D2805|2404|1098
D2806|1098|2404
D2807|2404|1098
D2808|1098|2404
D2809|2404|1098
D2810|1098|2404
D2811|2404|1098
D2812|1098|2404
D2813|2404|1098
D2814|1098|2404
D2815|2404|1098
D2816|1098|2404
D2817|2404|1098
D2818|1098|2404
D2819|2404|1098
D2820|1098|2404
D2821|2404|1098
D2822|1098|2404
D2823|2404|1098
D2825|2404|1098
D2826|1098|2404
D2827|2404|1098
D2828|1098|2404
D2829|2404|1098
D2830|1098|2404
D2831|2404|1098
D2832|1098|2404
D2833|2404|1098
D2834|1098|2404
D2835|2404|1098
D2836|1098|2404
D2837|2404|1098
D2838|1098|2404
D2840|1098|2404
D2841|2404|1098
D2842|1098|2404
D2843|2404|1098
D2844|1098|2404
D2877|1095|2404
D2879|2404|1095
D29|443|2847
D295|2497|2087
D2959|1511|1098
D296|2087|2497
D2961|1511|1098
D2962|1098|1511
D2963|1511|1098
D2964|1098|1511
D2965|1511|1098
D2967|1511|1098
D2968|1098|1511
D2969|1511|1098
D2970|1098|1511
D2971|1511|1098
D2972|1098|37
D2973|1511|1098
D2974|1098|1511
D2975|37|1098
D2976|1098|1511
D2977|1511|1098
D2979|1511|1098
D2980|1098|1511
D2982|1098|1511
D2992|1098|1493
D2994|1493|1098
D2995|1095|1511
D2997|1511|1095
D3|443|1671
D30|2847|443
D3002|61|1577
D3006|61|918
D3010|61|1625
D3012|1625|61
D3014|61|1625
D3016|1625|61
D3022|61|1576
D3026|61|1625
D3032|61|1625
D3034|1625|61
D3042|61|1625
D3044|1576|61
D3046|61|1625
D3048|1576|61
D3052|61|1625
D3054|1625|61
D3056|61|1625
D3058|1625|61
D3064|61|1625
D3068|61|1625
D3070|1625|61
D3072|61|918
D3074|918|61
D3077|482|918
D3078|918|482
D3081|482|918
D3082|918|482
D3086|61|1625
D3090|61|1625
D3094|61|1625
D31|777|443
D3101|61|2087
D3102|2087|61
D3103|61|2088
D3104|2273|61
D3109|1804|2087
D311|446|59
D3110|2087|1804
D3111|1442|1783
D3112|1783|1442
D312|59|446
D3125|481|1783
D313|446|59
D3131|61|2856
D3135|481|2417
D314|59|446
D3141|61|2856
D3145|61|2417
D3147|2417|61
D3152|523|1625
D3156|523|1625
D3158|1625|523
D3201|61|544
D3205|61|544
D3207|61|544
D321|446|59
D3211|869|544
D3212|544|869
D3215|869|544
D3217|1442|544
D3218|544|1442
D3219|869|544
D322|59|446
D3220|544|869
D3222|506|1577
D3223|1577|506
D3226|506|1577
D3227|1577|506
D3231|1442|544
D3232|544|1442
D3241|1577|506
D3242|506|1577
D3245|1577|506
D3246|506|1577
D3256|506|918
D3258|918|506
D3262|1625|2087
D3264|2087|1625
D3272|1625|544
D3274|544|1625
D3276|1625|544
D3278|544|1625
D3291|61|2856
D3293|2856|61
D3295|482|2856
D33|443|777
D3301|869|506
D3303|506|869
D3305|869|544
D3306|544|869
D331|1577|1804
D332|1804|1577
D3321|61|1569
D3322|1569|61
D3323|61|68
D3325|839|61
D352|61|1231
D354|1231|61
D3561|2404|458
D3563|2404|458
D3564|1537|2404
D3566|497|2404
D3567|2404|1537
D3568|458|2404
D3569|2404|497
D3570|458|2404
D3592|1511|2404
D3594|1511|2404
D3601|497|1098
D3602|1098|497
D3603|497|1098
D3604|1098|497
D3605|496|1098
D3607|497|1098
D3608|1098|497
D3609|497|1098
D3610|1098|497
D3611|497|1098
D3612|1098|497
D3614|1098|497
D3615|497|1098
D3616|1098|497
D3617|497|1098
D3618|1098|497
D3619|497|1098
D3621|497|1098
D3622|1098|496
D3624|1098|496
D3625|496|1098
D3626|1098|497
D3627|497|1098
D3628|1098|497
D3630|1098|497
D3631|497|1098
D3632|1098|497
D3633|497|1098
D3634|1098|497
D3635|497|1098
D3637|497|1098
D3638|1098|497
D3639|497|1098
D3640|1098|497
D3641|497|1098
D3643|496|1098
D3646|1098|497
D3647|497|1098
D3648|1098|497
D3650|1098|497
D366|1577|1231
D3677|1095|497
D3679|497|1095
D368|1231|1577
D3682|1098|2549
D3684|2627|1098
D3686|1098|2627
D3688|2627|1098
D3692|2549|1098
D37|443|778
D3706|1098|458
D3708|458|1098
D3710|1098|458
D3712|458|1098
D3714|1098|458
D3716|458|1098
D3718|1098|458
D3722|1098|497
D3724|458|1098
D3726|1098|458
D3728|458|1098
D3751|1510|1098
D3752|1098|1493
D3753|1493|1098
D3754|1098|1493
D3755|1493|1098
D3756|1098|1493
D3757|1493|1098
D3760|1098|1493
D3761|1493|1098
D3762|1098|1510
D377|1442|544
D378|544|61
D3782|1098|2008
D3784|2008|1098
D3786|1098|2008
D379|61|544
D3792|2008|1098
D380|544|1442
D381|61|2273
D382|2088|61
D39|778|443
D3901|2387|1783
D3902|1783|2387
D4|1671|443
D41|443|778
D43|778|443
D45|443|778
D5|443|1671
D51|443|1671
D5102|1231|136
D5105|136|1231
D5111|2473|1231
D5112|1231|2473
D5114|2620|1231
D5116|1231|2620
D5122|524|1231
D5124|1231|524
D5126|1089|1231
